Temperatura,Magnetização
1.6000000000000002e-19,1.0
0.0010000000000000002,1.0
0.002,1.0
0.003,1.0
0.004,1.0
0.005,1.0
0.006,1.0
0.007,1.0
0.008,1.0
0.009000000000000001,1.0
0.010000000000000002,1.0
0.011000000000000003,1.0
0.012000000000000004,1.0
0.013000000000000005,1.0
0.014000000000000005,1.0
0.015000000000000006,1.0
0.016000000000000007,1.0
0.017000000000000008,1.0
0.01800000000000001,1.0
0.01900000000000001,1.0
0.02000000000000001,1.0
0.02100000000000001,1.0
0.022000000000000013,1.0
0.023000000000000013,1.0
0.024000000000000014,1.0
0.025000000000000015,1.0
0.026000000000000016,1.0
0.027000000000000017,1.0
0.028000000000000018,1.0
0.02900000000000002,1.0
0.03000000000000002,1.0
0.03100000000000002,1.0
0.03200000000000002,1.0
0.03300000000000002,1.0
0.03400000000000002,1.0
0.035000000000000024,1.0
0.036000000000000025,1.0
0.037000000000000026,1.0
0.03800000000000003,1.0
0.03900000000000003,1.0
0.04000000000000003,1.0
0.04100000000000003,1.0
0.04200000000000003,1.0
0.04300000000000003,1.0
0.04400000000000003,1.0
0.04500000000000003,1.0
0.046000000000000034,1.0
0.047000000000000035,1.0
0.048000000000000036,1.0
0.04900000000000004,1.0
0.05000000000000004,1.0
0.05100000000000004,1.0
0.05200000000000004,1.0
0.05300000000000004,0.9999999999999999
0.05400000000000004,0.9999999999999999
0.05500000000000004,0.9999999999999997
0.05600000000000004,0.9999999999999993
0.057000000000000044,0.9999999999999989
0.058000000000000045,0.9999999999999979
0.059000000000000045,0.9999999999999962
0.060000000000000046,0.9999999999999933
0.06100000000000005,0.9999999999999885
0.06200000000000005,0.9999999999999805
0.06300000000000004,0.9999999999999674
0.06400000000000004,0.9999999999999464
0.06500000000000004,0.9999999999999133
0.06600000000000004,0.9999999999998618
0.06700000000000005,0.9999999999997827
0.06800000000000005,0.9999999999996629
0.06900000000000005,0.9999999999994839
0.07000000000000005,0.9999999999992191
0.07100000000000005,0.9999999999988322
0.07200000000000005,0.9999999999982729
0.07300000000000005,0.9999999999974734
0.07400000000000005,0.9999999999963411
0.07500000000000005,0.9999999999947539
0.07600000000000005,0.9999999999925487
0.07700000000000005,0.9999999999895129
0.07800000000000006,0.999999999985369
0.07900000000000006,0.999999999979759
0.08000000000000006,0.9999999999722241
0.08100000000000006,0.999999999962181
0.08200000000000006,0.9999999999488929
0.08300000000000006,0.999999999931435
0.08400000000000006,0.999999999908655
0.08500000000000006,0.999999999879125
0.08600000000000006,0.9999999998410875
0.08700000000000006,0.9999999997923897
0.08800000000000006,0.9999999997304118
0.08900000000000007,0.9999999996519806
0.09000000000000007,0.9999999995532737
0.09100000000000007,0.9999999994297093
0.09200000000000007,0.9999999992758215
0.09300000000000007,0.9999999990851208
0.09400000000000007,0.9999999988499363
0.09500000000000007,0.9999999985612402
0.09600000000000007,0.9999999982084526
0.09700000000000007,0.9999999977792248
0.09800000000000007,0.9999999972592001
0.09900000000000007,0.9999999966317514
0.10000000000000007,0.9999999958776924
0.10100000000000008,0.9999999949749625
0.10200000000000008,0.9999999938982843
0.10300000000000008,0.9999999926187911
0.10400000000000008,0.9999999911036245
0.10500000000000008,0.9999999893154992
0.10600000000000008,0.9999999872122367
0.10700000000000008,0.9999999847462632
0.10800000000000008,0.9999999818640741
0.10900000000000008,0.999999978505662
0.11000000000000008,0.9999999746039084
0.11100000000000008,0.9999999700839382
0.11200000000000009,0.9999999648624356
0.11300000000000009,0.9999999588469237
0.11400000000000009,0.9999999519350036
0.11500000000000009,0.9999999440135546
0.11600000000000009,0.9999999349578972
0.11700000000000009,0.9999999246309152
0.11800000000000009,0.9999999128821405
0.11900000000000009,0.9999998995467981
0.12000000000000009,0.9999998844448137
0.1210000000000001,0.9999998673797842
0.1220000000000001,0.9999998481379098
0.1230000000000001,0.9999998264868913
0.1240000000000001,0.9999998021747923
0.12500000000000008,0.9999997749288654
0.12600000000000008,0.9999997444543475
0.12700000000000009,0.9999997104332221
0.12800000000000009,0.9999996725229519
0.1290000000000001,0.9999996303551815
0.1300000000000001,0.9999995835344139
0.1310000000000001,0.9999995316366604
0.1320000000000001,0.9999994742080671
0.1330000000000001,0.9999994107635192
0.1340000000000001,0.9999993407852246
0.1350000000000001,0.9999992637212803
0.1360000000000001,0.9999991789842216
0.1370000000000001,0.999999085949558
0.1380000000000001,0.999998983954296
0.1390000000000001,0.9999988722954537
0.1400000000000001,0.9999987502285664
0.1410000000000001,0.9999986169661875
0.1420000000000001,0.9999984716763864
0.1430000000000001,0.9999983134812446
0.1440000000000001,0.9999981414553545
0.1450000000000001,0.9999979546243207
0.1460000000000001,0.9999977519632683
0.1470000000000001,0.9999975323953579
0.1480000000000001,0.999997294790312
0.1490000000000001,0.9999970379629493
0.1500000000000001,0.9999967606717548
